	diseaseId	diseaseName	diseaseType	diseaseClass	diseaseSemanticType	autism_subtype_broad	n_genes	is_autism	Degree_Centrality	Betweenness_Centrality	Degree
1996	C0206081	Hyperandrogenism	disease	C12;C13;C16;C19	Disease or Syndrome	Not Autism	1	False	0.00058167716917111	7.70248678230266e-07	6
1997	C0340544	Pulmonary arterial hypertension induced by drug	disease		Disease or Syndrome	Not Autism	1	False	0.00058167716917111	7.70248678230266e-07	6
1998	C1969342	PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED	disease	C08	Disease or Syndrome	Not Autism	7	False	0.0014541929229277752	0.00015456166108719207	15
1999	C1969343	Pulmonary Hypertension, Primary, Fenfluramine-Associated	disease	C08	Disease or Syndrome	Not Autism	7	False	0.0014541929229277752	0.00015456166108719207	15
2000	C3714844	Pulmonary Hypertension, Primary, 1, With Hereditary Hemorrhagic Telangiectasia	disease	C08	Disease or Syndrome	Not Autism	7	False	0.0014541929229277752	0.00015456166108719207	15
2001	C0677050	Manganese Poisoning	disease	C10;C25	Injury or Poisoning	Not Autism	13	False	0.016577799321376638	0.00014500859469599182	171
2002	C1832926	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE (disorder)	disease	C16;C17	Disease or Syndrome	Not Autism	3	False	0.0012603005332040718	0.00038963899819936923	13
2003	C3539003	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI	disease		Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
2004	C3809470	EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2	disease		Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	0.0	2
2005	C0220663	BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS (disorder)	disease	C11;C12;C13;C16;C17	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2006	C0334401	Malignant Granulosa Cell Tumor	disease		Neoplastic Process	Not Autism	2	False	0.002132816286960737	0.0002403858640452672	22
2007	C1332218	Adult Type Ovarian Granulosa Cell Tumor	disease		Neoplastic Process	Not Autism	2	False	0.0015511391177896268	0.00045949258814876036	16
2008	C1370419	Ovarian Granulosa Cell Tumor	disease	C04;C13;C19	Neoplastic Process	Not Autism	2	False	0.0015511391177896268	0.00045949258814876036	16
2009	C1567257	Granulosa Cell Cancer	disease	C04;C13;C19	Neoplastic Process	Not Autism	3	False	0.0028114396509936984	0.00043895296399862907	29
2010	C1837008	PREMATURE OVARIAN FAILURE 3 (disorder)	disease	C13;C19	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2011	C1862260	BPES, TYPE I	disease		Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2012	C1862261	BPES, TYPE II	disease		Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2013	C1862262	Bpes With Ovarian Failure	disease	C10;C11;C16	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2014	C1862263	Bpes Without Ovarian Failure	disease	C10;C11;C16	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2015	C1862264	Bpes With Duane Retraction Syndrome	disease	C10;C11;C16	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2016	C1970106	Bpes, Type I, Autosomal Recessive	disease	C10;C11;C16	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2017	C2931135	Blepharophimosis syndrome type 1	disease	C11;C13;C16;C17	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2018	C3714208	Blepharophimosis, Ptosis, and Epicanthus Inversus Type II	disease	C11;C12;C13;C16;C17	Disease or Syndrome	Not Autism	1	False	0.0012603005332040718	0.0	13
2019	C0152264	Familial erythrocytosis	disease	C15	Disease or Syndrome	Not Autism	14	False	0.0026175472612699952	0.00011956404193567693	27
2020	C1291620	Deficiency of bisphosphoglycerate mutase	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2021	C0026636	Mouth Diseases	group	C07	Disease or Syndrome	Not Autism	12	False	0.0004847309743092584	0.0	5
2022	C0333704	Chromosome Breaks	phenotype	C23	Cell or Molecular Dysfunction	Not Autism	10	False	0.0033931168201648087	1.7179233061770226e-06	35
2023	C0376628	Chromosome Breakage	phenotype	C23	Cell or Molecular Dysfunction	Not Autism	10	False	0.0033931168201648087	1.7179233061770226e-06	35
2024	C1336076	Sporadic Breast Carcinoma	disease		Neoplastic Process	Not Autism	1	False	0.0004847309743092584	0.0	5
2025	C1514428	Primary peritoneal carcinoma	disease		Neoplastic Process	Not Autism	1	False	0.0004847309743092584	0.0	5
2026	C2676676	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1	phenotype		Finding	Not Autism	1	False	0.0004847309743092584	0.0	5
2027	C2676677	BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1	phenotype		Finding	Not Autism	1	False	0.0004847309743092584	0.0	5
2028	C2676678	OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 1	phenotype		Finding	Not Autism	1	False	0.0004847309743092584	0.0	5
2029	C2931038	Pancreatic carcinoma, familial	disease	C04;C06;C19	Neoplastic Process	Not Autism	8	False	0.014735821619001454	0.001760787375953798	152
2030	C2931456	Prostate cancer, familial	disease	C04;C12	Neoplastic Process	Not Autism	20	False	0.004847309743092583	1.3354740894501326e-05	50
2031	C0002448	Ameloblastoma	disease	C04	Neoplastic Process	Not Autism	2	False	0.0018419777023751817	1.88736793416826e-05	19
2032	C0007115	Malignant neoplasm of thyroid	disease		Neoplastic Process	Not Autism	5	False	0.009209888511875909	0.002133542348527218	95
2033	C0007120	Bronchioloalveolar Adenocarcinoma	disease	C04	Neoplastic Process	Not Autism	10	False	0.002714493456131847	1.1958650638814198e-06	28
2034	C0010276	Craniopharyngioma	disease	C04	Neoplastic Process	Not Autism	2	False	0.00465341735336888	0.00013053470344345599	48
2035	C0019621	Histiocytosis, Langerhans-Cell	disease	C08;C15	Neoplastic Process	Not Autism	1	False	0.0017450315075133302	6.75407771878734e-07	18
2036	C0023443	Hairy Cell Leukemia	disease	C04;C15;C20	Neoplastic Process	Not Autism	2	False	0.0032961706253029567	6.20753890406268e-05	34
2037	C0024694	Mandibular Neoplasms	group	C04;C05;C07	Neoplastic Process	Not Autism	1	False	0.0017450315075133302	6.75407771878734e-07	18
2038	A08	Neurofibromatosis	disease	C04;C09;C10;C16;C17;C23	Disease or Syndrome	Syndromic Autism	32	True	0.007464857004362579	0.0006009355788329028	77
2039	A14	Noonan Syndrome	disease	C04;C05;C10;C14;C16;C17;C23	Disease or Syndrome	Syndromic Autism	35	True	0.00872515753756665	0.0015395503260180396	90
2040	C0036920	Sezary Syndrome	disease	C04;C15;C20	Neoplastic Process	Not Autism	27	False	0.011342704798836646	0.0002475322978388529	117
2041	C0041409	Turner Syndrome, Male	disease	C05;C14;C16;C17	Disease or Syndrome	Not Autism	11	False	0.009403780901599613	0.00027527722054723145	97
2042	C0175704	LEOPARD Syndrome	disease	C05;C14;C16;C17	Disease or Syndrome	Not Autism	6	False	0.0066892874454677655	0.0008810421912220898	69
2043	C0206686	Adrenocortical carcinoma	disease	C04;C19	Neoplastic Process	Not Autism	18	False	0.014348036839554048	0.0001074450139452523	148
2044	C0206698	Cholangiocarcinoma	disease	C04	Neoplastic Process	Not Autism	26	False	0.029083858458555503	0.001344500301427813	300
2045	C0278600	Childhood Brain Stem Glioma	disease		Neoplastic Process	Not Autism	1	False	0.0017450315075133302	6.75407771878734e-07	18
2046	C0278875	Adult Craniopharyngioma	disease	C04	Neoplastic Process	Not Autism	2	False	0.00465341735336888	0.00013053470344345599	48
2047	C0431128	Papillary craniopharyngioma	disease	C04	Neoplastic Process	Not Autism	2	False	0.00465341735336888	0.00013053470344345599	48
2048	C0431129	Adamantinous Craniopharyngioma	disease	C04	Neoplastic Process	Not Autism	2	False	0.00465341735336888	0.00013053470344345599	48
2049	C0587248	Costello syndrome (disorder)	disease	C05;C16	Disease or Syndrome	Not Autism	6	False	0.009694619486185167	0.0004679936792852798	100
2050	C0684249	Carcinoma of lung	disease		Neoplastic Process	Not Autism	20	False	0.01560833737275812	0.00021267862440418642	161
2051	C0751061	Craniopharyngioma, Child	disease	C04	Neoplastic Process	Not Autism	2	False	0.00465341735336888	0.00013053470344345599	48
2052	C0878675	Erdheim-Chester Disease	disease	C15	Disease or Syndrome	Not Autism	1	False	0.0017450315075133302	6.75407771878734e-07	18
2053	C1266158	Nongerminomatous Germ Cell Tumor	disease	C04;C12;C19	Neoplastic Process	Not Autism	4	False	0.004944255937954435	0.00012404843161307604	51
2054	C1275081	Cardio-facio-cutaneous syndrome	disease	C14;C16;C17;C23	Congenital Abnormality	Not Autism	6	False	0.009694619486185167	0.0004679936792852798	100
2055	C1275336	Hashimoto-Pritzker syndrome	disease	C08;C15	Disease or Syndrome	Not Autism	1	False	0.0017450315075133302	6.75407771878734e-07	18
2056	C1527404	Female Pseudo-Turner Syndrome	disease	C05;C14;C16;C17	Congenital Abnormality	Not Autism	11	False	0.009403780901599613	0.00027527722054723145	97
2057	C1968782	MYOPATHY, CONGENITAL, WITH EXCESS OF MUSCLE SPINDLES	disease	C05;C10	Disease or Syndrome	Not Autism	4	False	0.010857973824527387	0.00045104643717999926	112
2058	C3150971	LEOPARD SYNDROME 3	disease		Disease or Syndrome	Not Autism	1	False	0.0017450315075133302	6.75407771878734e-07	18
2059	C3501843	Non-medullary thyroid carcinoma	disease	C04;C19	Neoplastic Process	Not Autism	61	False	0.0013572467280659234	2.562126276241541e-06	14
2060	C3501844	Familial Nonmedullary Thyroid Cancer	disease	C04;C19	Neoplastic Process	Not Autism	61	False	0.0013572467280659234	2.562126276241541e-06	14
2061	C0015625	Fanconi Anemia	disease	C15;C16;C18	Disease or Syndrome	Not Autism	23	False	0.0031022782355792536	2.397689851703674e-05	32
2062	C0027708	Nephroblastoma	disease	C04;C12;C13;C16	Neoplastic Process	Not Autism	34	False	0.0051381483276781385	0.0004898879249937686	53
2063	C0206720	Squamous Cell Neoplasms	group	C04	Neoplastic Process	Not Autism	3	False	0.0037809015996122155	0.0006014064495812263	39
2064	C0751688	Malignant Squamous Cell Neoplasm	disease	C04	Neoplastic Process	Not Autism	3	False	0.0037809015996122155	0.0006014064495812263	39
2065	C1838457	FANCONI ANEMIA, COMPLEMENTATION GROUP D1	disease	C15;C16;C18	Disease or Syndrome	Not Autism	1	False	0.00058167716917111	1.4148276038150922e-07	6
2066	C1861028	Esophageal atresia with or without tracheoesophageal fistula	disease	C06;C08;C16;C23	Disease or Syndrome	Not Autism	21	False	0.0029083858458555504	2.2974482681419503e-05	30
2067	C2675520	BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2	phenotype		Finding	Not Autism	1	False	0.00058167716917111	1.4148276038150922e-07	6
2068	C2675521	BREAST CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2	phenotype		Finding	Not Autism	1	False	0.00058167716917111	1.4148276038150922e-07	6
2069	C2675522	OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 2	phenotype		Finding	Not Autism	1	False	0.00058167716917111	1.4148276038150922e-07	6
2070	C2930471	Bilateral Wilms Tumor	disease	C04;C12;C13;C16	Disease or Syndrome	Not Autism	29	False	0.0051381483276781385	0.0005012949762290335	53
2071	C4025414	Radial club hand	disease		Congenital Abnormality	Not Autism	58	False	0.0051381483276781385	0.0008402379529298454	53
2072	C4539991	SPERMATOGENIC FAILURE 21	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2073	C0220754	Biotinidase Deficiency	disease	C16;C18	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2074	C1854698	Multiple Carboxylase Deficiency, Juvenile-Onset	disease	C16;C18	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2075	C0040128	Thyroid Diseases	group	C19	Disease or Syndrome	Not Autism	12	False	0.0	0.0	0
2076	C0001768	Agammaglobulinemia	disease	C15;C20	Disease or Syndrome	Not Autism	9	False	0.0006786233640329617	0.0002809816973650312	7
2077	C0086438	Hypogammaglobulinemia	disease	C15;C20	Disease or Syndrome	Not Autism	9	False	0.0006786233640329617	0.0002809816973650312	7
2078	C0221026	X-linked agammaglobulinemia	disease	C15;C16;C20	Disease or Syndrome	Not Autism	1	False	0.0003877847794474067	7.433105574631793e-05	4
2079	C0241932	X-linked hypogammaglobulinemia	disease	C15;C16;C20	Disease or Syndrome	Not Autism	1	False	0.0003877847794474067	7.433105574631793e-05	4
2080	C0472813	X-linked agammaglobulinemia with growth hormone deficiency	disease	C05;C10;C15;C16;C19;C20	Disease or Syndrome	Not Autism	2	False	0.00019389238972370335	0.0	2
2081	C1850343	MOSAIC VARIEGATED ANEUPLOIDY SYNDROME	disease	C16	Disease or Syndrome	Not Autism	5	False	0.0009694619486185168	1.4743029744382845e-06	10
2082	C2931286	Warburton Anyane Yeboa syndrome	disease	C05;C10;C16;C23;F01;F03	Disease or Syndrome	Not Autism	5	False	0.0009694619486185168	1.4743029744382845e-06	10
2083	C0027654	Embryonal Neoplasm	disease	C04	Neoplastic Process	Not Autism	15	False	0.0012603005332040718	4.678239335236948e-05	13
2084	C0027658	Neoplasms, Germ Cell and Embryonal	group	C04	Neoplastic Process	Not Autism	15	False	0.0012603005332040718	4.678239335236948e-05	13
2085	C0205851	Germ cell tumor	group	C04	Neoplastic Process	Not Autism	15	False	0.0012603005332040718	4.678239335236948e-05	13
2086	C0205852	Neoplasms, Embryonal and Mixed	disease	C04	Neoplastic Process	Not Autism	15	False	0.0012603005332040718	4.678239335236948e-05	13
2087	C0206656	Embryonal Rhabdomyosarcoma	disease	C04	Neoplastic Process	Not Autism	4	False	0.0004847309743092584	0.0002529156617804486	5
2088	C0740345	Germ Cell Cancer	disease	C04	Neoplastic Process	Not Autism	15	False	0.0012603005332040718	4.678239335236948e-05	13
2089	C0751364	Cancer, Embryonal	phenotype	C04	Neoplastic Process	Not Autism	15	False	0.0012603005332040718	4.678239335236948e-05	13
2090	C0751365	Cancer, Embryonal and Mixed	disease	C04	Neoplastic Process	Not Autism	15	False	0.0012603005332040718	4.678239335236948e-05	13
2091	C1864389	PREMATURE CHROMATID SEPARATION TRAIT	disease		Disease or Syndrome	Not Autism	1	False	0.0003877847794474067	3.2935642068490485e-06	4
2092	C1956147	Microlissencephaly	disease	C05;C10;C16	Disease or Syndrome	Not Autism	31	False	0.005913717886572952	0.0006143287908278001	61
2093	C2931383	Chromosomal mosaicism due to mitotic instability	disease	C16	Cell or Molecular Dysfunction	Not Autism	3	False	0.0010664081434803685	8.176627681569872e-05	11
2094	C3853041	Severe Congenital Microcephaly	disease	C05;C10;C16	Congenital Abnormality; Disease or Syndrome	Not Autism	29	False	0.005913717886572952	0.0006143287908278001	61
2095	C0019147	Hepatic Coma	disease	C06;C10;C18	Disease or Syndrome	Not Autism	13	False	0.0067862336403296175	7.10153023831604e-05	70
2096	C0019151	Hepatic Encephalopathy	disease	C06;C10;C18	Disease or Syndrome	Not Autism	13	False	0.0067862336403296175	7.10153023831604e-05	70
2097	C0745744	End Stage Liver Disease	disease	C06	Disease or Syndrome	Not Autism	4	False	0.0022297624818225885	5.827776089933224e-05	23
2098	C0751197	Fulminant Hepatic Failure with Cerebral Edema	disease	C06;C10;C18	Disease or Syndrome	Not Autism	13	False	0.0067862336403296175	7.10153023831604e-05	70
2099	C0751198	Hepatic Stupor	disease	C06;C10;C18	Disease or Syndrome	Not Autism	13	False	0.0067862336403296175	7.10153023831604e-05	70
2100	C2936476	Chronic Liver Failure	disease	C06	Disease or Syndrome	Not Autism	4	False	0.0022297624818225885	5.827776089933224e-05	23
2101	C4540209	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2102	C0019243	Angioedemas, Hereditary	group	C14;C16;C17;C20	Disease or Syndrome	Not Autism	3	False	0.0014541929229277752	0.00044758299234129494	15
2103	C0024143	Lupus Nephritis	disease	C12;C13;C17;C20	Disease or Syndrome	Not Autism	4	False	0.005719825496849249	0.0014920793820127156	59
2104	C0398775	Hereditary C1 esterase inhibitor deficiency - deficient factor	disease		Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	3.5014992996542585e-05	8
2105	C0398776	Hereditary C1 esterase inhibitor deficiency - dysfunctional factor	disease		Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	3.5014992996542585e-05	8
2106	C1852700	Complement Component 4, Partial Deficiency Of	disease	C20	Disease or Syndrome	Not Autism	1	False	0.0007755695588948134	3.5014992996542585e-05	8
2107	C1862892	Hereditary Angioedema Type II	disease	C14;C17;C20	Disease or Syndrome	Not Autism	2	False	0.00116335433834222	9.958993702589425e-05	12
2108	C2717905	Hereditary Angioedema Types I and II	disease	C14;C17;C20	Disease or Syndrome	Not Autism	2	False	0.00116335433834222	9.958993702589425e-05	12
2109	C2717906	Hereditary Angioedema Type I	disease	C14;C17;C20	Disease or Syndrome	Not Autism	2	False	0.00116335433834222	9.958993702589425e-05	12
2110	C2931758	Acquired angioedema	disease	C14;C17;C20	Disease or Syndrome	Not Autism	2	False	0.0014541929229277752	6.729014675668456e-05	15
2111	C0015230	Exanthema	phenotype	C17	Sign or Symptom	Not Autism	4	False	0.0014541929229277752	0.00024908530226588665	15
2112	C0020951	Immune Complex Diseases	group	C20	Disease or Syndrome	Not Autism	3	False	0.003199224430441105	4.1947751662142254e-05	33
2113	C3150902	C1q DEFICIENCY	disease		Disease or Syndrome	Not Autism	3	False	0.000290838584585555	2.356050496458812e-07	3
2114	C3280742	SYSTEMIC LUPUS ERYTHEMATOSUS 16	disease		Disease or Syndrome	Not Autism	5	False	0.0004847309743092584	0.00030437688599771034	5
2115	C0003257	Antibody Deficiency Syndrome	disease	C20	Disease or Syndrome	Not Autism	17	False	0.0012603005332040718	0.0015048255376752249	13
2116	C0021051	Immunologic Deficiency Syndromes	group	C20	Disease or Syndrome	Not Autism	17	False	0.0012603005332040718	0.0015048255376752249	13
2117	C0030524	Paratuberculosis	disease	C01;C22	Disease or Syndrome	Not Autism	6	False	0.00232670867668444	0.0007456892857654646	24
2118	C0268347	Ehlers-Danlos Syndrome, Type VIII	disease	C14;C15;C16;C17	Disease or Syndrome	Not Autism	2	False	0.0007755695588948134	0.0002762140846456624	8
2119	C3150274	COMPLEMENT COMPONENT C1r/C1s DEFICIENCY	disease		Disease or Syndrome	Not Autism	1	False	0.00019389238972370335	2.6423143852162755e-06	2
2120	C0677607	Hashimoto Disease	disease	C19	Disease or Syndrome	Not Autism	2	False	0.0008725157537566651	1.8937298598460125e-05	9
2121	C3151078	Complement Component C1s Deficiency	disease	C20	Disease or Syndrome	Not Autism	1	False	0.00058167716917111	0.0	6
2122	C4310681	EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 2	disease		Disease or Syndrome	Not Autism	1	False	0.00058167716917111	0.0	6
2123	C0011633	Dermatomyositis	disease	C05;C10;C17	Disease or Syndrome	Not Autism	6	False	0.011439650993698498	0.0010705413246019403	118
2124	C0162823	Dermatitis, Irritant	disease	C17	Disease or Syndrome	Not Autism	9	False	0.000290838584585555	8.524853406175107e-07	3
2125	C0221056	Adult type dermatomyositis	disease	C05;C10;C17	Disease or Syndrome	Not Autism	6	False	0.011439650993698498	0.0010705413246019403	118
2126	C0263666	Dermatomyositis, Childhood Type	disease	C05;C10;C17	Disease or Syndrome	Not Autism	11	False	0.008822103732428503	0.0012343851486979075	91
2127	C3150275	COMPLEMENT COMPONENT 2 DEFICIENCY	disease		Disease or Syndrome	Not Autism	1	False	0.0004847309743092584	3.0324038262389527e-05	5
2128	C0030807	Pemphigus	disease	C17;C20	Disease or Syndrome	Not Autism	1	False	0.0013572467280659234	8.195576074112033e-07	14
2129	C0030809	Pemphigus Vulgaris	disease	C17;C20	Disease or Syndrome	Not Autism	1	False	0.0013572467280659234	8.195576074112033e-07	14
2130	C0034152	Henoch-Schoenlein Purpura	disease	C14;C15;C20;C23	Disease or Syndrome	Not Autism	2	False	0.003587009209888512	7.11148763833398e-05	37
2131	C0042386	Vasculitis, Hemorrhagic	disease	C14;C15;C20;C23	Disease or Syndrome	Not Autism	2	False	0.003587009209888512	7.11148763833398e-05	37
2132	C0086922	Rheumatoid Purpura	disease	C14;C15;C20;C23	Disease or Syndrome	Not Autism	2	False	0.003587009209888512	7.11148763833398e-05	37
2133	C0242461	Purpura, Nonthrombocytopenic	disease	C14;C15;C20;C23	Disease or Syndrome	Not Autism	2	False	0.003587009209888512	7.11148763833398e-05	37
2134	C0263313	Pemphigus Foliaceus	disease	C17;C20	Disease or Syndrome	Not Autism	1	False	0.0013572467280659234	8.195576074112033e-07	14
2135	C0376362	Purpura Hemorrhagica	disease	C14;C15;C20;C23	Disease or Syndrome	Not Autism	2	False	0.003587009209888512	7.11148763833398e-05	37
2136	C1969651	Macular Degeneration, Age-Related, 9	disease	C11	Disease or Syndrome	Not Autism	1	False	0.0013572467280659234	8.195576074112033e-07	14
2137	C2752037	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5	phenotype		Finding	Not Autism	1	False	0.0013572467280659234	8.195576074112033e-07	14
2138	C3151071	COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE	disease	C20	Disease or Syndrome	Not Autism	1	False	0.0013572467280659234	8.195576074112033e-07	14
2139	C3280642	Complement Component 4a Deficiency	disease	C20	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2140	C3280641	Decreased serum complement C4b	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2141	C0242852	Proliferative vitreoretinopathy	disease	C11	Disease or Syndrome	Not Autism	2	False	0.0009694619486185168	2.6832473537787006e-07	10
2142	C0031154	Peritonitis	disease	C01;C06	Pathologic Function	Not Autism	3	False	0.003877847794474067	8.077436307329216e-05	40
2143	C0343047	Complement component 5 deficiency	disease	C20	Disease or Syndrome	Not Autism	1	False	0.000290838584585555	0.0	3
2144	C1449646	Primary Peritonitis	disease	C01;C06	Disease or Syndrome	Not Autism	3	False	0.003877847794474067	8.077436307329216e-05	40
2145	C1449647	Secondary Peritonitis	disease	C01;C06	Disease or Syndrome	Not Autism	3	False	0.003877847794474067	8.077436307329216e-05	40
2146	C2676232	Complement Component 6 Deficiency	disease	C20	Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2147	C1864694	Complement Component 7 Deficiency	disease	C20	Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2148	C0025289	Meningitis	disease	C10	Disease or Syndrome	Not Autism	3	False	0.0008725157537566651	0.00015357059239791223	9
2149	C0030167	Pachymeningitis	disease	C10	Disease or Syndrome	Not Autism	3	False	0.0008725157537566651	0.00015357059239791223	9
2150	C0085396	Neisseriaceae Infections	group	C01	Disease or Syndrome	Not Autism	3	False	0.0006786233640329617	1.3993145608604467e-05	7
2151	C3151081	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I	disease		Disease or Syndrome	Not Autism	1	False	0.000290838584585555	0.0	3
2152	C3151080	COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II	disease		Disease or Syndrome	Not Autism	1	False	0.000290838584585555	0.0	3
2153	C0015456	Facial Dermatoses	disease	C17	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	0.00021572197442087417	16
2154	C0015704	Favre-Racouchot Syndrome	disease	C17	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	0.00021572197442087417	16
2155	C0025294	Meningococcal meningitis	disease	C01;C10	Disease or Syndrome	Not Autism	3	False	0.0015511391177896268	9.952445099581286e-05	16
2156	C0027412	Opioid-Related Disorders	group	C25;F03	Mental or Behavioral Dysfunction	Not Autism	6	False	0.0008725157537566651	9.90830090592468e-05	9
2157	C0029095	Opioid abuse	disease	C25;F03	Mental or Behavioral Dysfunction	Not Autism	6	False	0.0008725157537566651	9.90830090592468e-05	9
2158	C0041834	Erythema	phenotype	C17;C23	Disease or Syndrome	Not Autism	4	False	0.0032961706253029567	0.0007238941199716865	34
2159	C0343097	Nodular Elastoidosis	disease	C17	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	0.00021572197442087417	16
2160	C0524662	Opiate Addiction	disease	C25;F03	Mental or Behavioral Dysfunction	Not Autism	6	False	0.0008725157537566651	9.90830090592468e-05	9
2161	C1135745	Meningitis, Meningococcal, Serogroup A	disease	C01;C10	Disease or Syndrome	Not Autism	3	False	0.0015511391177896268	9.952445099581286e-05	16
2162	C1135746	Meningitis, Meningococcal, Serogroup B	disease	C01;C10	Disease or Syndrome	Not Autism	3	False	0.0015511391177896268	9.952445099581286e-05	16
2163	C1135747	Meningitis, Meningococcal, Serogroup C	disease	C01;C10	Disease or Syndrome	Not Autism	3	False	0.0015511391177896268	9.952445099581286e-05	16
2164	C1136209	Meningitis, Meningococcal, Serogroup Y	disease	C01;C10	Disease or Syndrome	Not Autism	3	False	0.0015511391177896268	9.952445099581286e-05	16
2165	C1136210	Meningitis, Meningococcal, Serogroup W-135	disease	C01;C10	Disease or Syndrome	Not Autism	3	False	0.0015511391177896268	9.952445099581286e-05	16
2166	C3151189	C9 Deficiency	disease	C20	Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	0.00021572197442087417	16
2167	C3810042	MACULAR DEGENERATION, AGE-RELATED, 15	disease		Disease or Syndrome	Not Autism	1	False	0.0015511391177896268	0.00021572197442087417	16
2168	C0393554	Amyotrophic Lateral Sclerosis With Dementia	disease	C10;C18	Disease or Syndrome	Not Autism	28	False	0.015317498788172564	0.001340777828167	158
2169	C0543859	Amyotrophic Lateral Sclerosis, Guam Form	disease	C10;C18	Disease or Syndrome	Not Autism	30	False	0.014638875424139603	0.0013211137028049651	151
2170	C1865695	Spondylometaphyseal dysplasia, axial	disease	C05;C16	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2171	C4479651	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA	disease		Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2172	C0345407	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3	disease	C05;C10;C12;C13;C16;C18	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2173	C1849435	Renal tubular acidosis, distal, type 3	disease	C12;C13;C16;C18	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2174	C1833245	Retinitis Pigmentosa 17	disease	C11;C16	Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2175	C3810404	CARBONIC ANHYDRASE VA DEFICIENCY, HYPERAMMONEMIA DUE TO	disease		Disease or Syndrome	Not Autism	1	False	0.0	0.0	0
2176	C0394006	Dysequilibrium syndrome	disease	C10;C23;F01;F03	Disease or Syndrome	Not Autism	5	False	0.0007755695588948134	0.0005489414226392436	8
2177	C2750509	Cerebellar Ataxia, Mental Retardation, And Dysequilibrium Syndrome 3	disease	C10;C23;F01;F03	Disease or Syndrome	Not Autism	1	False	9.694619486185167e-05	0.0	1
2178	C0002793	Anaplasia	disease	C04;C23	Neoplastic Process	Not Autism	2	False	0.00058167716917111	8.995596874463387e-07	6
2179	C0007124	Noninfiltrating Intraductal Carcinoma	disease	C04	Neoplastic Process	Not Autism	5	False	0.0014541929229277752	0.0002107620538624728	15
2180	C1176475	Ductal Carcinoma	disease	C04	Neoplastic Process	Not Autism	4	False	0.0014541929229277752	0.00014445807212642124	15
